#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
6888542;13503479001100;LABCHECAP SAO MARCOS;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9954945;60840055042802;A MEDICINA DIAGNOSTICA;PE;Olinda;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6082572;60840055009864;A MEDICINA DIAGNOSTICA ESPINHEIRO;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6082599;60840055008892;A MEDICINA DIAGNOSTICA DERBY;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9707123;12478186001654;UNIDADE DE COLETA VICENTE LEMOS;CE;Farias Brito;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6308449;61486650023477;LABPASTEUR NTO HARMONY;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366542;7038425000210;LABORATORIO CLEMENTINO FRAGA SAO GERARDO;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171490;61486650030929;LABPASTEUR UNIDADE ALDEOTA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7919956;718528009319;LABORATORIO SABIN DE ANALISES CLINICAS PONTA NEGRA;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9400222;718528010759;LABORATORIO SABIN DE ANALISES CLINICAS PRODIMAGEM;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6273416;61486650084697;DIAGNOSTICOS DA AMERICA S A;SP;Aparecida;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9484442;51394674000230;LABORATORIO MARLENE SPIR UNIDADE CENTRO;SP;Presidente Prudente;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7849281;15009798001262;LABORATORIO CARLOS CHAGAS VARZEA GRANDE;MT;Várzea Grande;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7751303;718528009580;LABORATORIO SABIN;GO;Cristalina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7956851;1588888004185;PADRAO LABORATORIO PADRAO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970792;1588888001836;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7675615;1588888003103;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344275;61486650032891;ATALAIA MARISTA;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6357040;61486650032620;ATALAIA SUL 2;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9275827;718528009076;LABORATORIO SABIN;GO;Luziânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2393662;15009798000100;LABORATORIO CARLOS CHAGAS;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6278108;15009798000886;LABORATORIO CARLOS CHAGAS UNIDADE JARDIM CUIABA;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9255001;718528010244;SABIN MEDICINA DIAGNOSTICA BRASILIA SHOPPING;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6533817;718528004864;SABIN MEDICINA DIAGNOSTICA SAO SEBASTIAO;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7979541;4264939000114;LABORATORIO GUTHRIE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5796431;718528002900;SABIN MEDICINA DIAGNOSTICA TAGUATINGA CNC;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027740;718528000796;SABIN MEDICINA DIAGNOSTICA 516 NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9228772;718528011135;SABIN MEDICINA DIAGNOSTICA VITRIUM;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9212418;718528011801;SABIN MEDICINA DIAGNOSTICA ED LIFE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2811227;61486650038822;EXAME MEDICINA DIAGNOSTICA 716 SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9192360;1032209002143;CHECK UP POSTO DE COLETA LUIZOTE;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9698183;1032209001503;POSTO COLETA HOSPITAL MUNICIPAL;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6769888;19378769005305;VESPASIANO NTO NUCLEO TECNICO OPERACIONAL HERMES PARDINI;MG;Vespasiano;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9914420;1875153001206;UNILAB;SP;Bragança Paulista;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9617930;2278625002512;CONFIANCE MEDICINA DIAGNOSTICA;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2037858;2278625002431;CONFIANCE MEDICINA DIAGNOSTICA GUANABARA;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9804951;47673793020956;AFIP ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA;SP;Cubatão;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7972199;61486650084506;DIAGNOSTICOS DA AMERICA S A;SP;Guaratinguetá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2066564;61486650084344;DIAGNOSTICOS DA AMERICA S A;SP;Guaratinguetá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9431624;5465560004041;GHANEM LABORATORIO E SAUDE;SC;Balneário Camboriú;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512320;61486650042005;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA PLINIO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5520355;61486650041297;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA PORTAO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512215;61486650039209;FRISCHMANN AISENGART MED DIAG AHU;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2072122;44401933000832;MEDICAL MEDICINA LABORATORIAL E DIAGNOSTICA;SP;São Caetano do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3813517;47673793000416;AFIP VILA CLEMENTINO;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7042345;45796554000428;SALOMAO E ZOPPI MEDICINA DIAGNOSTICA NUCLEO TECNICO;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
927015;61486650104043;LAB GHANEM PSC BOA VISTA DASA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2577666;6788751000109;LABORATORIO CETEL;PR;Londrina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9695761;6788751000362;SABIN MEDICINA DIAGNOSTICA;PR;Londrina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287418;75317495002120;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287183;75317495002472;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9860797;1875153000498;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9357998;1875153001036;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6049273;61486650040215;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA ARAUCARIA;PR;Araucária;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9896015;75317495002553;LABORATORIO DE PATOLOGIA SANTO ANTONIO;PR;Paiçandu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5626390;61486650039802;FRISCHMANN AISENGART MED DIAG UNIDADE PARANAGUA;PR;Paranaguá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7990227;10521530000139;LABORATORIO SAO FRANCISCO;SP;Marília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2738554;61486650084000;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7692250;50699404000606;SANCET BARAO;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5997666;3007588000101;BANCO DE SANGUE SANTA TERESA;RJ;Petrópolis;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;QMENTUM;IQG
5407591;15194004000125;HOSPITAL SANTO AMARO;BA;Salvador;HOSPITAL GERAL;QMENTUM;IQG
7546254;7766008000102;BAHIA HOME CARE;BA;Salvador;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2090236;49150352000112;FUNDACAO PIO XII BARRETOS;SP;Barretos;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
3013162;38000485000196;HOSPITAL MARIA AUXILIADORA;DF;Brasília;HOSPITAL GERAL;QMENTUM;IQG
2649497;610980000144;HOSPITAL SANTA MARTA TAGUATINGA;DF;Brasília;HOSPITAL GERAL;QMENTUM;IQG
9769544;33104236000127;ANESTHESIO;DF;Brasília;COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;QMENTUM;IQG
2151871;25761040000187;HOSPITAL SANTA CLARA;MG;Uberlândia;HOSPITAL GERAL;QMENTUM;IQG
5171946;6260857000127;HOSPITAL SAO LUCAS RIBEIRANIA;SP;Ribeirão Preto;HOSPITAL GERAL;QMENTUM;IQG
6734014;31671480000308;HOSPITAL ICARAI;RJ;Niterói;HOSPITAL GERAL;QMENTUM;IQG
3000850;694303000151;HOSPITAL VITA CURITIBA;PR;Curitiba;HOSPITAL GERAL;QMENTUM;IQG
3371980;6943723000100;HOSPITAL VITA BATEL;PR;Curitiba;HOSPITAL GERAL;QMENTUM;IQG
7732163;17423618000167;SEMPAH SERV MED ESPECIALIZADOS EM ANESTESIOLOGIA HOSPITALAR;SP;São Paulo;CONSULTORIO ISOLADO;QMENTUM;IQG
3613348;52164662000109;CENTRO PAULISTA DE ONCOLOGIA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7956150;60910411001622;LOTTEN EYES VILA MARIANA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2089777;60992427000650;HOSPITAL NIPO BRASILEIRO;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
2521601;79361127000196;FUNDACAO PRO RIM MATRIZ;SC;Joinville;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
3034984;6047087001020;HOSPITAL QUINTA DOR;RJ;Rio de Janeiro;HOSPITAL GERAL;QMENTUM;IQG
5969530;8965795000184;GUANABARA HOME CARE;RJ;Rio de Janeiro;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
812951;37627199000192;NEFROSTAR OSASCO;SP;Osasco;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
5323177;7112885000160;SERVICO DE HEMATOLOGIA E HEMOTERAPIA ALTA NOROESTE;SP;Araçatuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
7797419;2920990000101;CLINICA FERTILITE;DF;Brasília;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
9534806;454686000786;LAPAC UNIDADE 13 716 SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
9908536;32804039000158;MINAS HOME CARE;MG;Uberlândia;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2831295;30489711000132;ANESCAMP;SP;Campinas;CONSULTORIO ISOLADO;QMENTUM;IQG
9008640;54919402000113;SARP SERVICOS DE ANESTESIOLOGIA RIBEIRAO PRETO;SP;Ribeirão Preto;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2494450;625711000151;HOSPITAL MERIDIONAL;ES;Cariacica;HOSPITAL GERAL;QMENTUM;IQG
3065634;60884855001207;CHN COMPLEXO HOSPITALAR DE NITEROI;RJ;Niterói;HOSPITAL GERAL;QMENTUM;IQG
3327337;85307098000187;SOS CARDIO;SC;Florianópolis;HOSPITAL GERAL;QMENTUM;IQG
2047632;61369047000111;BANCO DE SANGUE DE SAO PAULO;SP;São Caetano do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
7722346;62704853000161;INSTITUTO PAULISTA DE ASSISTENCIA RESPIRATORIA;SP;São Paulo;CONSULTORIO ISOLADO;QMENTUM;IQG
6710417;60910411000650;LOTTEN EYES SANTANA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
5994063;60910411000146;LOTTEN EYES JARDINS;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7956134;60910411001541;LOTTEN EYES VILA OLIMPIA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7655096;60910411001380;LOTTEN EYES LAPA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2077507;21371777000132;HOSPITAL LEFORTE LIBERDADE;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
2688565;60975737000232;HOSPITAL SAO CAMILO POMPEIA;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
2521431;82602327000360;CENTRO HOSPITALAR UNIMED;SC;Joinville;HOSPITAL GERAL;QMENTUM;IQG
2775999;23278898000160;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;MG;Passos;HOSPITAL GERAL;QMENTUM;IQG
2115891;1067064000172;NOVA LIMA HOSPITAL VILA DA SERRA;MG;Nova Lima;HOSPITAL GERAL;QMENTUM;IQG
2355922;9464629000167;HOPE 1;PE;Recife;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
6962831;11214624001957;HOSPITAL UNIMED RECIFE III;PE;Recife;HOSPITAL GERAL;QMENTUM;IQG
7218036;13894995000123;HEMATO SERVICOS DE HEMOTERAPIA;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
9663266;29618614000113;NEFROSTAR ALPHAVILLE;SP;Barueri;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
5359309;8329752000102;CLINICA OUVIR LTDA HSM;DF;Brasília;POLICLINICA;QMENTUM;IQG
3459918;32911992000103;NEPHRON BRASILIA SERVICOS MEDICOS;DF;Brasília;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2815966;25841000153;HOSPITAL SANTA LUCIA;DF;Brasília;HOSPITAL GERAL;QMENTUM;IQG
3048551;60884855002289;HOSPITAL BRASILIA;DF;Brasília;HOSPITAL GERAL;QMENTUM;IQG
9703330;21718621000185;SAG 2;DF;Brasília;COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;QMENTUM;IQG
9466320;454686000514;LAPAC UNIDADE 06 PULMO NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
2151812;18484378000173;HOSPITAL SANTA GENOVEVA;MG;Uberlândia;HOSPITAL GERAL;QMENTUM;IQG
7433867;17087591000189;UBERLANDIA MEDICAL CENTER;MG;Uberlândia;HOSPITAL GERAL;QMENTUM;IQG
5376378;8151259000145;ION RADIONCOLOGIA;SP;Campinas;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7675046;2839237000358;ION RADIOLOGIA;SP;Campinas;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
9426833;27184473000142;RTSA RADIOTERAPIA CER RADIONCOLOGIA;SP;Santa Bárbara d'Oeste;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
5150108;44649812021216;QUALIVIDA ANGELICA;SP;São Paulo;POLICLINICA;QMENTUM;IQG
6710468;60910411000731;LOTTEN EYES OFTALMOLOGIA CLINICA E CIRURGICA PERDIZES;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7956142;60910411001703;LOTTEN EYES JD SUL;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
6389759;60910411000308;LOTTEN EYES TATUAPE;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
6389716;60910411000499;LOTTEN EYES MORUMBI;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7655061;60910411000901;LOTTEN EYES OFTALMOLOGIA CLINICA E CIRURGICA CONCEICAO;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2077590;62932942000165;IBCC;SP;São Paulo;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
3027600;60975737005110;HOSPITAL SAO CAMILO IPIRANGA;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
3656969;83367342000252;HOSPITAL ADVENTISTA DE BELEM;PA;Belém;HOSPITAL GERAL;QMENTUM;IQG
5630;13501218000171;CLION;BA;Salvador;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
3832;15153745000249;HOSPITAL SANTA ISABEL;BA;Salvador;HOSPITAL GERAL;QMENTUM;IQG
3242587;5868278000280;HOSPITAL REGIONAL UNIMED;CE;Fortaleza;HOSPITAL GERAL;QMENTUM;IQG
6159397;33419482000259;PERINATAL BARRA CASA DE SAUDE LARANJEIRAS;RJ;Rio de Janeiro;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
6342280;9000162000102;SERVICO DE HEMOTERAPIA SAO CARLOS;RJ;Volta Redonda;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;QMENTUM;IQG
7099495;6121872000194;ASA ANESTESIOLOGIA;MS;Campo Grande;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7706367;60910411001037;LOTTEN EYES OFTALMOLOGIA ALPHAVILLE;SP;Barueri;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7981457;60884855001983;MATERNIDADE BRASILIA;DF;Brasília;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
9547754;454686000948;LAPAC UNIDADE 02 CT;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
2151979;23930068000175;LABORMED;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
9108114;603226000853;HOME DOCTOR;SP;Campinas;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2077973;55980148000121;HOSPITAL SAO LUCAS RIBEIRAO PRETO;SP;Ribeirão Preto;HOSPITAL GERAL;QMENTUM;IQG
9728317;87827689003983;HOSPITAL UNIMED UNIDADE MATERNO INFANTIL;RS;Caxias do Sul;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
3039420;60975737001204;HOSPITAL SAO CAMILO SANTANA;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
6283993;19803199000114;HOSPITAL LEFORTE;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
2084333;61442190000191;HOSP IGESP;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
7120206;603226000187;HOME DOCTOR FORNECIMENTO DE INFRAESTRUTURA DE APOIO;SP;São Paulo;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2309149;2284062001170;UDI HOSPITAL;MA;São Luís;HOSPITAL GERAL;QMENTUM;IQG
2585;13131370000100;HOSPITAL SAO LUCAS;SE;Aracaju;HOSPITAL GERAL;QMENTUM;IQG
4251;15166416000151;HOSPITAL PORTUGUES;BA;Salvador;HOSPITAL GERAL;QMENTUM;IQG
2355906;2284062000106;HOSPITAL ESPERANCA S A;PE;Recife;HOSPITAL GERAL;QMENTUM;IQG
2017245;83367342000767;HOSPITAL ADVENTISTA DE MANAUS;AM;Manaus;HOSPITAL GERAL;QMENTUM;IQG
2273357;73696718000219;HOSPITAL ADVENTISTA SILVESTRE;RJ;Rio de Janeiro;HOSPITAL GERAL;QMENTUM;IQG
2271443;60922168000348;CASA DE SAUDE SAO JOSE;RJ;Rio de Janeiro;HOSPITAL GERAL;QMENTUM;IQG
2600250;79361127000439;FUNDACAO PRO RIM;SC;São Bento do Sul;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2262568;88630413000796;HOSPITAL SAO LUCAS DA PUCRS;RS;Porto Alegre;HOSPITAL GERAL;QMENTUM;IQG
7022212;14353297000183;DIGESTIVE;DF;Brasília;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
9176888;21903856000147;UNINEURO;DF;Brasília;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
3019616;511816000180;PRONTONORTE;DF;Brasília;HOSPITAL GERAL;QMENTUM;IQG
5462983;528730000160;CH MED RIBEIRAO PRETO;SP;Ribeirão Preto;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
9329609;27477917000138;NOBRE SAUDE TRANSICAO E LONGA PERMANENCIA LTDA EPP;SP;Santo André;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2079607;57482903000173;HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA;SP;Santo André;HOSPITAL GERAL;QMENTUM;IQG
498866;19939901000171;MATTER GROUP;SP;São Paulo;POLICLINICA;QMENTUM;IQG
6710441;60910411000812;LOTTEN EYES ROQUE PETRONI;SP;São Paulo;CONSULTORIO ISOLADO;QMENTUM;IQG
6816746;10319247000129;CORDCELL;SP;São Paulo;CONSULTORIO ISOLADO;QMENTUM;IQG
7996438;52164662000281;CENTRO PAULISTA DE ONCOLOGIA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
6389740;60910411000570;LOTTEN EYES MOEMA;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
7060165;60961968000459;HOSPITAL A C CAMARGO TAMANDARE;SP;São Paulo;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
2080796;60975174000363;HOSP MAT SAO CRISTOVAO;SP;São Paulo;HOSPITAL GERAL;QMENTUM;IQG
2308665;11006293000130;HOSPITAL SAO DOMINGOS;MA;São Luís;HOSPITAL GERAL;QMENTUM;IQG
3492931;40881302000130;HOPE HOSPITAL DE OLHOS DO RECIFE;PE;Recife;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
2271192;31601909000129;SERUM HEMATOLOGIA HEMOTERAPIA CENTRO;RJ;Rio de Janeiro;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;QMENTUM;IQG
7458940;2284062000521;HOSPITAL BARRA DOR;RJ;Rio de Janeiro;HOSPITAL GERAL;QMENTUM;IQG
7474059;60884855001630;HOSPITAL SAO LUCAS;RJ;Rio de Janeiro;HOSPITAL GERAL;QMENTUM;IQG
844888;35279859000166;GOIANIA HOME CARE ASSISTENCIA MEDICA DOMICILIAR;GO;Goiânia;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
9436618;454686001081;LAPAC UNIDADE 05 CLINICA OUVIR;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
7824548;57708380000130;CARP CLINICA DE ANESTESIOLOGIA RIBEIRAO PRETO;SP;Ribeirão Preto;COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;QMENTUM;IQG
3718395;85377174000392;HOSPITAL UNIMED LITORAL;SC;Balneário Camboriú;HOSPITAL GERAL;QMENTUM;IQG
2537397;85283299000272;HOSPITAL UNIMED CHAPECO;SC;Chapecó;HOSPITAL GERAL;QMENTUM;IQG
2418223;72366818000133;CLINICA IMAGEM;SC;Florianópolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
6389724;60910411000227;LOTTEN EYES ITAIM BIBI;SP;São Paulo;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
9228217;8397078000446;AGENCIA TRANSFUSIONAL HOSPITAL SAO LUIZ ANALIA FRANCO;SP;São Paulo;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;QMENTUM;IQG
2082101;44649812008899;HOSPITAL MODELO SOROCABA;SP;Sorocaba;HOSPITAL GERAL;QMENTUM;IQG
9050418;7766008000293;BAHIA HOME CARE;BA;Feira de Santana;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2200422;60194990000844;HOSPITAL MADRE TERESA;MG;Belo Horizonte;HOSPITAL GERAL;QMENTUM;IQG
2604388;70524145000177;HOSPITAL SANTA ROSA;MT;Cuiabá;HOSPITAL GERAL;QMENTUM;IQG
